object,target,lure1,lure2,baseline,stim_onset,stim_end,response,correct_response,response_onset,RT,subject_ID,block,trial_total,trial_task,trial_type,retrival_type,list
saltshaker,Zac Effron,Brad Pitt,Charlize Therone,0.63,86.9441883000545,87.0205849000486,,NaN,,,D11,1,68,7,Retrieval,Retrieval,S01
dragon_statue,Queen Elizabeth,Hugh Grant,Brad Pitt,0.55,87.5936205000617,87.67062790005,,2,,,D11,1,69,8,Retrieval,Retrieval,S01
dragon_statue,Queen Elizabeth,Hugh Grant,Brad Pitt,0.55,88.3458758000052,88.4204024000792,,NaN,,,D11,1,70,8,Retrieval,Retrieval,S01
cash_register,John Kennedy,Zac Effron,Queen Elizabeth,0.65,89.094538000063,89.1705374000594,,2,,,D11,1,71,9,Retrieval,Retrieval,S01
cash_register,John Kennedy,Zac Effron,Queen Elizabeth,0.65,89.8788366999943,89.9539042999968,,NaN,,,D11,1,72,9,Retrieval,Retrieval,S01
lantern,Morgan Freeman,Condoliza Rice,Chris Hemsworth,0.72,90.6892618000275,90.7706992999883,,3,,,D11,1,73,10,Retrieval,Retrieval,S01
lantern,Morgan Freeman,Condoliza Rice,Chris Hemsworth,0.72,91.3037706000032,91.3871015000623,,NaN,,,D11,1,74,10,Retrieval,Retrieval,S01
pick,Robert Pattinson,Hugh Grant,Mark Walberg,0.63,92.0370912000071,92.1204235000769,,4,,,D11,1,75,11,Retrieval,Lure,S01
pick,Robert Pattinson,Hugh Grant,Mark Walberg,0.63,92.8703807999846,92.9537416000385,,NaN,,,D11,1,76,11,Retrieval,Lure,S01
money,Condoliza Rice,John Kennedy,Chris Hemsworth,0.53,93.5086285000434,93.5869080000557,,1,,,D11,1,77,12,Retrieval,Retrieval,S01
money,Condoliza Rice,John Kennedy,Chris Hemsworth,0.53,94.1151157000568,94.1866494000424,,NaN,,,D11,1,78,12,Retrieval,Retrieval,S01
crowbar,Chris Hemsworth,Morgan Freeman,Brad Pitt,0.55,94.7535108000739,94.8368498000782,,2,,,D11,1,79,13,Retrieval,Retrieval,S01
crowbar,Chris Hemsworth,Morgan Freeman,Brad Pitt,0.55,95.4454706000397,95.520059100003,,NaN,,,D11,1,80,13,Retrieval,Retrieval,S01
beret,Robert Pattinson,Chris Hemsworth,Zac Effron,0.61,96.1585534000769,96.2369075000752,,4,,,D11,1,81,14,Retrieval,Lure,S01
beret,Robert Pattinson,Chris Hemsworth,Zac Effron,0.61,96.8295540000545,96.9033283999888,,NaN,,,D11,1,82,14,Retrieval,Lure,S01
razor,Paris Hilton,Brad Pitt,Chris Hemsworth,0.74,97.6572612000164,97.736716400017,,1,,,D11,1,83,15,Retrieval,Retrieval,S01
razor,Paris Hilton,Brad Pitt,Chris Hemsworth,0.74,98.3732852999819,98.4530929999892,,NaN,,,D11,1,84,15,Retrieval,Retrieval,S01
chainsaw,Mark Walberg,Chris Hemsworth,Hugh Grant,0.64,99.1097598000197,99.186663200031,,1,,,D11,1,85,16,Retrieval,Retrieval,S01
chainsaw,Mark Walberg,Chris Hemsworth,Hugh Grant,0.64,99.7447695999872,99.8200475000776,,NaN,,,D11,1,86,16,Retrieval,Retrieval,S01
pocket_watch,Robert Pattinson,Dwayne Johnson,Hugh Grant,0.59,100.425121700042,100.503206300084,,2,,,D11,1,87,17,Retrieval,Retrieval,S01
pocket_watch,Robert Pattinson,Dwayne Johnson,Hugh Grant,0.59,101.036647000001,101.119814700098,,NaN,,,D11,1,88,17,Retrieval,Retrieval,S01
totem_pole,Charlize Therone,John Kennedy,Queen Elizabeth,0.75,101.892787700053,101.969742999994,,2,,,D11,1,89,18,Retrieval,Retrieval,S01
totem_pole,Charlize Therone,John Kennedy,Queen Elizabeth,0.75,102.49504040007,102.56970750005,,NaN,,,D11,1,90,18,Retrieval,Retrieval,S01
cowboy_boot,Jack Nicolson,NaN,NaN,0.52,115.803345700027,115.886686600046,NaN,NaN,NaN,,D11,2,91,1,Encoding,NaN,S01
cowboy_boot,Jack Nicolson,NaN,NaN,0.52,116.585610000067,116.669191200053,,NaN,,,D11,2,92,1,Encoding,NaN,S01
belt,Lady Gaga,NaN,NaN,0.72,117.402403200045,117.486046500038,NaN,NaN,NaN,,D11,2,93,2,Encoding,NaN,S01
belt,Lady Gaga,NaN,NaN,0.72,118.208410300082,118.285866599996,,NaN,,,D11,2,94,2,Encoding,NaN,S01
viking_helmet,Arnold Swarzenegger,NaN,NaN,0.6,118.903074300033,118.986679900088,NaN,NaN,NaN,,D11,2,95,3,Encoding,NaN,S01
viking_helmet,Arnold Swarzenegger,NaN,NaN,0.6,119.728986200062,119.802156600053,,NaN,,,D11,2,96,3,Encoding,NaN,S01
rope,Jackie Chan,NaN,NaN,0.7,120.51971490006,120.603030900005,NaN,NaN,NaN,,D11,2,97,4,Encoding,NaN,S01
rope,Jackie Chan,NaN,NaN,0.7,121.140508100041,121.218752700021,,NaN,,,D11,2,98,4,Encoding,NaN,S01
cane,Albert Einstein,NaN,NaN,0.71,121.952339400072,122.03592090006,NaN,NaN,NaN,,D11,2,99,5,Encoding,NaN,S01
cane,Albert Einstein,NaN,NaN,0.71,122.652151699993,122.748811800033,,NaN,,,D11,2,100,5,Encoding,NaN,S01
cellphone,Tom Cruise,NaN,NaN,0.51,123.269259700086,123.35249170009,NaN,NaN,NaN,,D11,2,101,6,Encoding,NaN,S01
cellphone,Tom Cruise,NaN,NaN,0.51,123.942435000092,124.018842400052,,NaN,,,D11,2,102,6,Encoding,NaN,S01
handbell,Bill Gates,NaN,NaN,0.61,124.651976700057,124.735289800097,NaN,NaN,NaN,,D11,2,103,7,Encoding,NaN,S01
handbell,Bill Gates,NaN,NaN,0.61,125.45392660005,125.539281500038,,NaN,,,D11,2,104,7,Encoding,NaN,S01
bassoon,Hillary Clinton,NaN,NaN,0.55,126.102881900035,126.186276499997,NaN,NaN,NaN,,D11,2,105,8,Encoding,NaN,S01
bassoon,Hillary Clinton,NaN,NaN,0.55,126.818516400061,126.901913100039,,NaN,,,D11,2,106,8,Encoding,NaN,S01
headphone,Scarlett Johansson,NaN,NaN,0.61,127.536170000094,127.619002800086,NaN,NaN,NaN,,D11,2,107,9,Encoding,NaN,S01
headphone,Scarlett Johansson,NaN,NaN,0.61,128.368545000092,128.45172240003,,NaN,,,D11,2,108,9,Encoding,NaN,S01
metronome,Sandra Bullock,NaN,NaN,0.65,129.118616500054,129.20201420004,NaN,NaN,NaN,,D11,2,109,10,Encoding,NaN,S01
metronome,Sandra Bullock,NaN,NaN,0.65,129.768560600001,129.85166600009,,NaN,,,D11,2,110,10,Encoding,NaN,S01
joystick,Leonardo DiCaprio,NaN,NaN,0.54,130.40255540004,130.486075900029,NaN,NaN,NaN,,D11,2,111,11,Encoding,NaN,S01
joystick,Leonardo DiCaprio,NaN,NaN,0.54,131.068351400085,131.151568500092,,NaN,,,D11,2,112,11,Encoding,NaN,S01
camera_lens,Nelson Mandela,NaN,NaN,0.59,131.752517200075,131.836028099991,NaN,NaN,NaN,,D11,2,113,12,Encoding,NaN,S01
camera_lens,Nelson Mandela,NaN,NaN,0.59,132.393617900088,132.468423400074,,NaN,,,D11,2,114,12,Encoding,NaN,S01
walker,Emma Watson,NaN,NaN,0.59,133.068128300016,133.151461100089,NaN,NaN,NaN,,D11,2,115,13,Encoding,NaN,S01
walker,Emma Watson,NaN,NaN,0.59,133.701529000071,133.784913300071,,NaN,,,D11,2,116,13,Encoding,NaN,S01
dryer,Mel Gibson,NaN,NaN,0.74,134.535146100097,134.618827900034,NaN,NaN,NaN,,D11,2,117,14,Encoding,NaN,S01
dryer,Mel Gibson,NaN,NaN,0.74,135.351416700054,135.435040200013,,NaN,,,D11,2,118,14,Encoding,NaN,S01
rope,Jackie Chan,Nelson Mandela,Mel Gibson,0.7,138.151216700091,138.235033500008,,3,,,D11,2,119,1,Retrieval,Retrieval,S01
rope,Jackie Chan,Nelson Mandela,Mel Gibson,0.7,138.967937999987,139.051285800058,,NaN,,,D11,2,120,1,Retrieval,Retrieval,S01
safe,Tom Cruise,Jack Nicolson,Jackie Chan,0.63,139.701276700012,139.784547200077,,4,,,D11,2,121,2,Retrieval,Lure,S01
safe,Tom Cruise,Jack Nicolson,Jackie Chan,0.63,140.401142599992,140.484671900049,,NaN,,,D11,2,122,2,Retrieval,Lure,S01
viking_helmet,Arnold Swarzenegger,Jackie Chan,Hillary Clinton,0.6,141.107047500089,141.18455190002,,1,,,D11,2,123,3,Retrieval,Retrieval,S01
viking_helmet,Arnold Swarzenegger,Jackie Chan,Hillary Clinton,0.6,141.758631800069,141.834624800016,,NaN,,,D11,2,124,3,Retrieval,Retrieval,S01
cane,Albert Einstein,Jackie Chan,Arnold Swarzenegger,0.71,142.567992900033,142.651355799986,,2,,,D11,2,125,4,Retrieval,Retrieval,S01
cane,Albert Einstein,Jackie Chan,Arnold Swarzenegger,0.71,143.401302900049,143.484615600086,,NaN,,,D11,2,126,4,Retrieval,Retrieval,S01
belt,Lady Gaga,Leonardo DiCaprio,Scarlett Johansson,0.72,144.218221600051,144.301169299986,,3,,,D11,2,127,5,Retrieval,Retrieval,S01
belt,Lady Gaga,Leonardo DiCaprio,Scarlett Johansson,0.72,144.910377499997,144.984544600011,,NaN,,,D11,2,128,5,Retrieval,Retrieval,S01
handbell,Bill Gates,Leonardo DiCaprio,Tom Cruise,0.61,145.624749100069,145.701410799986,,3,,,D11,2,129,6,Retrieval,Retrieval,S01
handbell,Bill Gates,Leonardo DiCaprio,Tom Cruise,0.61,146.423196200049,146.501306700055,,NaN,,,D11,2,130,6,Retrieval,Retrieval,S01
cigar,Hillary Clinton,Jack Nicolson,Nelson Mandela,0.57,147.092006699997,147.168063800083,,4,,,D11,2,131,7,Retrieval,Lure,S01
cigar,Hillary Clinton,Jack Nicolson,Nelson Mandela,0.57,147.701162400073,147.793187700096,,NaN,,,D11,2,132,7,Retrieval,Lure,S01
cowboy_boot,Jack Nicolson,Tom Cruise,Lady Gaga,0.52,148.317430700059,148.401020899997,,1,,,D11,2,133,8,Retrieval,Retrieval,S01
cowboy_boot,Jack Nicolson,Tom Cruise,Lady Gaga,0.52,149.061554500018,149.1340968,,NaN,,,D11,2,134,8,Retrieval,Retrieval,S01
cellphone,Tom Cruise,Leonardo DiCaprio,Scarlett Johansson,0.51,149.667660400039,149.750891400035,,1,,,D11,2,135,9,Retrieval,Retrieval,S01
cellphone,Tom Cruise,Leonardo DiCaprio,Scarlett Johansson,0.51,150.486835499993,150.567437399994,,NaN,,,D11,2,136,9,Retrieval,Retrieval,S01
metronome,Sandra Bullock,Mel Gibson,Jackie Chan,0.65,151.238870400004,151.31732120004,,1,,,D11,2,137,10,Retrieval,Retrieval,S01
metronome,Sandra Bullock,Mel Gibson,Jackie Chan,0.65,152.000715400092,152.084163299995,,NaN,,,D11,2,138,10,Retrieval,Retrieval,S01
dryer,Mel Gibson,Arnold Swarzenegger,Sandra Bullock,0.74,152.836515600095,152.917568200035,,3,,,D11,2,139,11,Retrieval,Retrieval,S01
dryer,Mel Gibson,Arnold Swarzenegger,Sandra Bullock,0.74,153.572220700094,153.650874400046,,NaN,,,D11,2,140,11,Retrieval,Retrieval,S01
scoop,Sandra Bullock,Tom Cruise,Emma Watson,0.67,154.333914000075,154.417811900028,,4,,,D11,2,141,12,Retrieval,Lure,S01
scoop,Sandra Bullock,Tom Cruise,Emma Watson,0.67,155.100382999983,155.184087300091,,NaN,,,D11,2,142,12,Retrieval,Lure,S01
walker,Emma Watson,Jackie Chan,Scarlett Johansson,0.59,155.789144600043,155.867456200067,,1,,,D11,2,143,13,Retrieval,Retrieval,S01
walker,Emma Watson,Jackie Chan,Scarlett Johansson,0.59,156.590529700043,156.667357100057,,NaN,,,D11,2,144,13,Retrieval,Retrieval,S01
joystick,Leonardo DiCaprio,Emma Watson,Scarlett Johansson,0.54,157.223077500006,157.300610100036,,1,,,D11,2,145,14,Retrieval,Retrieval,S01
joystick,Leonardo DiCaprio,Emma Watson,Scarlett Johansson,0.54,157.933687200071,158.017063100007,,NaN,,,D11,2,146,14,Retrieval,Retrieval,S01
bassoon,Hillary Clinton,Leonardo DiCaprio,Tom Cruise,0.55,158.590247099986,158.66718530003,,2,,,D11,2,147,15,Retrieval,Retrieval,S01
bassoon,Hillary Clinton,Leonardo DiCaprio,Tom Cruise,0.55,159.317380900029,159.400710600079,,NaN,,,D11,2,148,15,Retrieval,Retrieval,S01
inkwell,Hillary Clinton,Sandra Bullock,Scarlett Johansson,0.68,160.104617999983,160.183613000088,,4,,,D11,2,149,16,Retrieval,Lure,S01
inkwell,Hillary Clinton,Sandra Bullock,Scarlett Johansson,0.68,160.866889800061,160.95023810002,,NaN,,,D11,2,150,16,Retrieval,Lure,S01
camera_lens,Nelson Mandela,Arnold Swarzenegger,Bill Gates,0.59,161.556397699984,161.633778200019,,1,,,D11,2,151,17,Retrieval,Retrieval,S01
camera_lens,Nelson Mandela,Arnold Swarzenegger,Bill Gates,0.59,162.240958700073,162.316875900025,,NaN,,,D11,2,152,17,Retrieval,Retrieval,S01
headphone,Scarlett Johansson,Tom Cruise,Jack Nicolson,0.61,162.952763000038,163.033616900095,,3,,,D11,2,153,18,Retrieval,Retrieval,S01
headphone,Scarlett Johansson,Tom Cruise,Jack Nicolson,0.61,163.716798700043,163.800357500091,,NaN,,,D11,2,154,18,Retrieval,Retrieval,S01
