object,target,lure1,lure2,baseline,stim_onset,stim_end,response,correct_response,response_onset,RT,subject_ID,block,trial_total,trial_task,trial_type,retrival_type,list
tape,Lady Diana,Daniel Craig,Robert De Niro,0.53,36.5266563000623,36.6030606999993,,NaN,,,D12,0,18,4,Retrieval,Lure,S01
whistle,Bruce Willis,Robert De Niro,Daniel Craig,0.5,37.1200878999662,37.2031041000737,,1,,,D12,0,19,5,Retrieval,Retrieval,S01
whistle,Bruce Willis,Robert De Niro,Daniel Craig,0.5,37.8883541000541,37.969810300041,,NaN,,,D12,0,20,5,Retrieval,Retrieval,S01
snowflake,Angelina Jolie,Bruce Willis,Robert De Niro,0.61,38.5912946000462,38.6697843000293,,3,,,D12,0,21,6,Retrieval,Retrieval,S01
snowflake,Angelina Jolie,Bruce Willis,Robert De Niro,0.61,39.3463145999704,39.4195684000151,,NaN,,,D12,0,22,6,Retrieval,Retrieval,S01
armor,Daniel Craig,Robert De Niro,Bruce Willis,0.5,39.9400487999665,40.0197303000605,,2,,,D12,0,23,7,Retrieval,Retrieval,S01
armor,Daniel Craig,Robert De Niro,Bruce Willis,0.5,40.6134007000364,40.686186100007,,NaN,,,D12,0,24,7,Retrieval,Retrieval,S01
sarcophagus,Robert De Niro,Daniel Craig,Bruce Willis,0.55,41.2612821999937,41.3361499999883,,1,,,D12,0,25,8,Retrieval,Retrieval,S01
sarcophagus,Robert De Niro,Daniel Craig,Bruce Willis,0.55,42.0215924000368,42.1027067999821,,NaN,,,D12,0,26,8,Retrieval,Retrieval,S01
dragon_statue,Queen Elizabeth,NaN,NaN,0.55,55.1694563999772,55.2529715000419,NaN,NaN,NaN,,D12,1,27,1,Encoding,NaN,S01
dragon_statue,Queen Elizabeth,NaN,NaN,0.55,55.871375799994,55.9356722000521,,NaN,,,D12,1,28,1,Encoding,NaN,S01
cash_register,John Kennedy,NaN,NaN,0.65,56.6033699000254,56.686742400052,NaN,NaN,NaN,,D12,1,29,2,Encoding,NaN,S01
cash_register,John Kennedy,NaN,NaN,0.65,57.4448439000407,57.5191530999728,,NaN,,,D12,1,30,2,Encoding,NaN,S01
swimsuit,Hugh Grant,NaN,NaN,0.56,58.0857708000112,58.169911700068,NaN,NaN,NaN,,D12,1,31,3,Encoding,NaN,S01
swimsuit,Hugh Grant,NaN,NaN,0.56,58.6934303999878,58.7692507000174,,NaN,,,D12,1,32,3,Encoding,NaN,S01
saltshaker,Zac Effron,NaN,NaN,0.63,59.4196367000695,59.5027229000116,NaN,NaN,NaN,,D12,1,33,4,Encoding,NaN,S01
saltshaker,Zac Effron,NaN,NaN,0.63,60.1252336000325,60.2021595999831,,NaN,,,D12,1,34,4,Encoding,NaN,S01
flower_pot,Brad Pitt,NaN,NaN,0.65,60.8698099000612,60.9529248999897,NaN,NaN,NaN,,D12,1,35,5,Encoding,NaN,S01
flower_pot,Brad Pitt,NaN,NaN,0.65,61.5802104000468,61.6519394000061,,NaN,,,D12,1,36,5,Encoding,NaN,S01
yarn,Dwayne Johnson,NaN,NaN,0.52,62.186223900062,62.2694037000183,NaN,NaN,NaN,,D12,1,37,6,Encoding,NaN,S01
yarn,Dwayne Johnson,NaN,NaN,0.52,62.9761315999785,63.0518453000113,,NaN,,,D12,1,38,6,Encoding,NaN,S01
pot_of_gold,Drake Graham,NaN,NaN,0.63,63.7023088000715,63.7858579000458,NaN,NaN,NaN,,D12,1,39,7,Encoding,NaN,S01
pot_of_gold,Drake Graham,NaN,NaN,0.63,64.5109848000575,64.5851265999954,,NaN,,,D12,1,40,7,Encoding,NaN,S01
lantern,Morgan Freeman,NaN,NaN,0.72,65.3193279000698,65.4025169999804,NaN,NaN,NaN,,D12,1,41,8,Encoding,NaN,S01
lantern,Morgan Freeman,NaN,NaN,0.72,65.9778117999667,66.0515940000769,,NaN,,,D12,1,42,8,Encoding,NaN,S01
razor,Paris Hilton,NaN,NaN,0.74,66.8026207999792,66.8859695000574,NaN,NaN,NaN,,D12,1,43,9,Encoding,NaN,S01
razor,Paris Hilton,NaN,NaN,0.74,67.5237115999917,67.6017795000225,,NaN,,,D12,1,44,9,Encoding,NaN,S01
money,Condoliza Rice,NaN,NaN,0.53,68.1515172000509,68.2348856000463,NaN,NaN,NaN,,D12,1,45,10,Encoding,NaN,S01
money,Condoliza Rice,NaN,NaN,0.53,68.8515088000568,68.9348056999734,,NaN,,,D12,1,46,10,Encoding,NaN,S01
crowbar,Chris Hemsworth,NaN,NaN,0.55,69.5014552000212,69.5847862999653,NaN,NaN,NaN,,D12,1,47,11,Encoding,NaN,S01
crowbar,Chris Hemsworth,NaN,NaN,0.55,70.2514512999915,70.3346845000051,,NaN,,,D12,1,48,11,Encoding,NaN,S01
chainsaw,Mark Walberg,NaN,NaN,0.64,70.9847310000332,71.0679960000562,NaN,NaN,NaN,,D12,1,49,12,Encoding,NaN,S01
chainsaw,Mark Walberg,NaN,NaN,0.64,71.7680656000739,71.8513847000431,,NaN,,,D12,1,50,12,Encoding,NaN,S01
totem_pole,Charlize Therone,NaN,NaN,0.75,72.6180515000597,72.7013750000624,NaN,NaN,NaN,,D12,1,51,13,Encoding,NaN,S01
totem_pole,Charlize Therone,NaN,NaN,0.75,73.4012434000615,73.4845118999947,,NaN,,,D12,1,52,13,Encoding,NaN,S01
pocket_watch,Robert Pattinson,NaN,NaN,0.59,74.0845380000537,74.1678979999851,NaN,NaN,NaN,,D12,1,53,14,Encoding,NaN,S01
pocket_watch,Robert Pattinson,NaN,NaN,0.59,74.7511656000279,74.8344634000678,,NaN,,,D12,1,54,14,Encoding,NaN,S01
pot_of_gold,Drake Graham,Hugh Grant,Zac Effron,0.63,77.4844288000604,77.5677625000244,,3,,,D12,1,55,1,Retrieval,Retrieval,S01
pot_of_gold,Drake Graham,Hugh Grant,Zac Effron,0.63,78.1179477999685,78.2012997000711,,NaN,,,D12,1,56,1,Retrieval,Retrieval,S01
trumpet,Charlize Therone,Condoliza Rice,Zac Effron,0.58,78.8014093000675,78.8849346999777,,4,,,D12,1,57,2,Retrieval,Lure,S01
trumpet,Charlize Therone,Condoliza Rice,Zac Effron,0.58,79.5606582000619,79.6343756000279,,NaN,,,D12,1,58,2,Retrieval,Lure,S01
flower_pot,Brad Pitt,Zac Effron,Queen Elizabeth,0.65,80.3010577000678,80.3844693000428,,1,,,D12,1,59,3,Retrieval,Retrieval,S01
flower_pot,Brad Pitt,Zac Effron,Queen Elizabeth,0.65,81.0418373000575,81.117624900071,,NaN,,,D12,1,60,3,Retrieval,Retrieval,S01
swimsuit,Hugh Grant,Brad Pitt,Zac Effron,0.56,81.6842877999879,81.767664300045,,1,,,D12,1,61,4,Retrieval,Retrieval,S01
swimsuit,Hugh Grant,Brad Pitt,Zac Effron,0.56,82.4303769000107,82.5008924000431,,NaN,,,D12,1,62,4,Retrieval,Retrieval,S01
yarn,Dwayne Johnson,Zac Effron,Chris Hemsworth,0.52,83.0399377000285,83.1175962999696,,1,,,D12,1,63,5,Retrieval,Retrieval,S01
yarn,Dwayne Johnson,Zac Effron,Chris Hemsworth,0.52,83.8343432999682,83.9175029000035,,NaN,,,D12,1,64,5,Retrieval,Retrieval,S01
stroller,Condoliza Rice,Charlize Therone,Drake Graham,0.57,84.5095214999747,84.5843504000222,,4,,,D12,1,65,6,Retrieval,Lure,S01
stroller,Condoliza Rice,Charlize Therone,Drake Graham,0.57,85.3373403999722,85.4175122000743,,NaN,,,D12,1,66,6,Retrieval,Lure,S01
saltshaker,Zac Effron,Brad Pitt,Charlize Therone,0.63,86.0711393000092,86.1507821000414,,3,,,D12,1,67,7,Retrieval,Retrieval,S01
saltshaker,Zac Effron,Brad Pitt,Charlize Therone,0.63,86.8299736999907,86.9007739999797,,NaN,,,D12,1,68,7,Retrieval,Retrieval,S01
dragon_statue,Queen Elizabeth,Hugh Grant,Brad Pitt,0.55,87.4718860000139,87.5507043000543,,2,,,D12,1,69,8,Retrieval,Retrieval,S01
dragon_statue,Queen Elizabeth,Hugh Grant,Brad Pitt,0.55,88.2271714999806,88.3006651999895,,NaN,,,D12,1,70,8,Retrieval,Retrieval,S01
cash_register,John Kennedy,Zac Effron,Queen Elizabeth,0.65,88.9748201000039,89.050744600012,,2,,,D12,1,71,9,Retrieval,Retrieval,S01
cash_register,John Kennedy,Zac Effron,Queen Elizabeth,0.65,89.7554747000104,89.8338908000151,,NaN,,,D12,1,72,9,Retrieval,Retrieval,S01
lantern,Morgan Freeman,Condoliza Rice,Chris Hemsworth,0.72,90.5727160000242,90.6505087000551,,3,,,D12,1,73,10,Retrieval,Retrieval,S01
lantern,Morgan Freeman,Condoliza Rice,Chris Hemsworth,0.72,91.1890606000088,91.2671124000335,,NaN,,,D12,1,74,10,Retrieval,Retrieval,S01
pick,Robert Pattinson,Hugh Grant,Mark Walberg,0.63,91.9197400000412,92.0005513000069,,4,,,D12,1,75,11,Retrieval,Lure,S01
pick,Robert Pattinson,Hugh Grant,Mark Walberg,0.63,92.7548129999777,92.8339382000268,,NaN,,,D12,1,76,11,Retrieval,Lure,S01
money,Condoliza Rice,John Kennedy,Chris Hemsworth,0.53,93.3892853000434,93.4673252999783,,1,,,D12,1,77,12,Retrieval,Retrieval,S01
money,Condoliza Rice,John Kennedy,Chris Hemsworth,0.53,93.9922960000113,94.067170000053,,NaN,,,D12,1,78,12,Retrieval,Retrieval,S01
crowbar,Chris Hemsworth,Morgan Freeman,Brad Pitt,0.55,94.6401185999857,94.7169718999648,,2,,,D12,1,79,13,Retrieval,Retrieval,S01
crowbar,Chris Hemsworth,Morgan Freeman,Brad Pitt,0.55,95.3248889000388,95.400486700004,,NaN,,,D12,1,80,13,Retrieval,Retrieval,S01
beret,Robert Pattinson,Chris Hemsworth,Zac Effron,0.61,96.0174108999781,96.1004835000494,,4,,,D12,1,81,14,Retrieval,Lure,S01
beret,Robert Pattinson,Chris Hemsworth,Zac Effron,0.61,96.6925255999668,96.7671093000099,,NaN,,,D12,1,82,14,Retrieval,Lure,S01
razor,Paris Hilton,Brad Pitt,Chris Hemsworth,0.74,97.5238838000223,97.6002915999852,,1,,,D12,1,83,15,Retrieval,Retrieval,S01
razor,Paris Hilton,Brad Pitt,Chris Hemsworth,0.74,98.224864799995,98.3001218000427,,NaN,,,D12,1,84,15,Retrieval,Retrieval,S01
chainsaw,Mark Walberg,Chris Hemsworth,Hugh Grant,0.64,98.956209099968,99.0336980000138,,1,,,D12,1,85,16,Retrieval,Retrieval,S01
chainsaw,Mark Walberg,Chris Hemsworth,Hugh Grant,0.64,99.5913717000512,99.6667208999861,,NaN,,,D12,1,86,16,Retrieval,Retrieval,S01
pocket_watch,Robert Pattinson,Dwayne Johnson,Hugh Grant,0.59,100.272426999989,100.350208700052,,2,,,D12,1,87,17,Retrieval,Retrieval,S01
pocket_watch,Robert Pattinson,Dwayne Johnson,Hugh Grant,0.59,100.889204800013,100.966677100048,,NaN,,,D12,1,88,17,Retrieval,Retrieval,S01
totem_pole,Charlize Therone,John Kennedy,Queen Elizabeth,0.75,101.740251700045,101.816664200043,,2,,,D12,1,89,18,Retrieval,Retrieval,S01
totem_pole,Charlize Therone,John Kennedy,Queen Elizabeth,0.75,102.33829059999,102.416707800003,,NaN,,,D12,1,90,18,Retrieval,Retrieval,S01
