object,target,lure1,lure2,baseline,stim_onset,stim_end,response,correct_response,response_onset,RT,subject_ID,block,trial_total,trial_task,trial_type,retrival_type,list
pushpin,Rowan Attkinson,NaN,NaN,0.74,193.4958138,193.579295,RightArrow,NaN,193.5685516,,D12,3,174,10,Encoding,NaN,S01
grater,Selena Gomez,NaN,NaN,0.72,194.312436,194.3958553,NaN,NaN,NaN,,D12,3,175,11,Encoding,NaN,S01
grater,Selena Gomez,NaN,NaN,0.72,195.0125713,195.0959508,LeftArrow,NaN,195.0865753,,D12,3,176,11,Encoding,NaN,S01
french_press,Jason Statham,NaN,NaN,0.59,195.6961363,195.7796895,NaN,NaN,NaN,,D12,3,177,12,Encoding,NaN,S01
french_press,Jason Statham,NaN,NaN,0.59,196.3789077,196.4622385,LeftArrow,NaN,196.4533164,,D12,3,178,12,Encoding,NaN,S01
globe,Mariah Carey,NaN,NaN,0.71,197.1790826,197.2624756,NaN,NaN,NaN,,D12,3,179,13,Encoding,NaN,S01
globe,Mariah Carey,NaN,NaN,0.71,198.0121128,198.0955815,,NaN,,,D12,3,180,13,Encoding,NaN,S01
lock_cutters,Taylor Lautner,NaN,NaN,0.63,198.746047,198.8289519,NaN,NaN,NaN,,D12,3,181,14,Encoding,NaN,S01
lock_cutters,Taylor Lautner,NaN,NaN,0.63,199.4453424,199.5287141,,NaN,,,D12,3,182,14,Encoding,NaN,S01
tambourine,Matt Damon,Joe Biden,Mariah Carey,0.73,202.2790165,202.3618884,,1,,,D12,3,183,1,Retrieval,Retrieval,S01
tambourine,Matt Damon,Joe Biden,Mariah Carey,0.73,202.9786842,203.0618494,,NaN,,,D12,3,184,1,Retrieval,Retrieval,S01
bowl,Dalai Lama,Jennifer Lopez,Joe Biden,0.69,203.7627703,203.8451289,,1,,,D12,3,185,2,Retrieval,Retrieval,S01
bowl,Dalai Lama,Jennifer Lopez,Joe Biden,0.69,204.5120367,204.5951156,,NaN,,,D12,3,186,2,Retrieval,Retrieval,S01
mixer,Kanye West,Donald Trump,Taylor Lautner,0.69,205.2960872,205.378611,,1,,,D12,3,187,3,Retrieval,Retrieval,S01
mixer,Kanye West,Donald Trump,Taylor Lautner,0.69,205.9452502,206.028735,,NaN,,,D12,3,188,3,Retrieval,Retrieval,S01
stamp,Joe Biden,Rowan Attkinson,Gerard Butler,0.59,206.6315033,206.7119323,,1,,,D12,3,189,4,Retrieval,Retrieval,S01
stamp,Joe Biden,Rowan Attkinson,Gerard Butler,0.59,207.3285856,207.4118855,,NaN,,,D12,3,190,4,Retrieval,Retrieval,S01
hollywood_star,Jennifer Lopez,Mariah Carey,Dalai Lama,0.64,208.0644984,208.1452432,,3,,,D12,3,191,5,Retrieval,Retrieval,S01
